idType	GeneID	ID	geneSymbol	chr	strand	spliceType	eventRegion	altExon	IncLevel1	IncLevel2	IncLevelDifference	PValue	FDR	novel	pctR10	pctR20	statJCmin	aseType	geneBiotype	transcriptNameExon	inTranscriptId	inTranscriptName	inTranscriptBiotype	outTranscriptId	outTranscriptName	outTranscriptBiotype
SFPQ_A3SS_5108	ENSG00000116560.6	5108	SFPQ	chr1	-	A3SS	35641978:35642072-35642072:35642075-35642919:35643000	35642072:35642075	0.715	0.504	0.211	0.000165342	0.022393191	known	0.95	0.65	20	NPC_SISO	protein_coding	SFPQ-002( E9 ),SFPQ-009( E2 ),SFPQ-004( E3 )	ENST00000468598.1,ENST00000470472.1,ENST00000471991.1,ENST00000490668.1	SFPQ-004,SFPQ-002,SFPQ-009,SFPQ-010	processed_transcript,nonsense_mediated_decay,processed_transcript,processed_transcript	ENST00000460428.1,ENST00000466213.1,ENST00000466745.1,ENST00000485365.1	SFPQ-003,SFPQ-005,SFPQ-008,SFPQ-007	nonsense_mediated_decay,processed_transcript,processed_transcript,processed_transcript
SFPQ_RI_8927	ENSG00000116560.6	8927	SFPQ	chr1	-	RI	35652547:35652723-35652723:35652803-35652803:35652852	35652723:35652803	0.121	0.308	-0.188	4.92093E-07	2.52679E-05	novel	1	1	20	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000357214.5,ENST00000460428.1,ENST00000470472.1	SFPQ-001,SFPQ-003,SFPQ-002	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay
SH3TC1_SE_14825	ENSG00000125089.12	14825	SH3TC1	chr4	+	SE	8217837:8217984-8218683:8218894-8219997:8220074	8218683:8218894	0.947	0.762	0.185	4.80455E-11	1.31022E-08	known	0.8	0.3	4	NPC_SISO	protein_coding	SH3TC1-003( E7 ),SH3TC1-201( E7 ),SH3TC1-032( E4 ),SH3TC1-001( E7 ),SH3TC1-030( E2 )	ENST00000245105.3,ENST00000507891.1,ENST00000508641.1,ENST00000515682.1,ENST00000539824.1	SH3TC1-001,SH3TC1-032,SH3TC1-030,SH3TC1-003,SH3TC1-201	protein_coding,nonsense_mediated_decay,protein_coding,nonsense_mediated_decay,protein_coding	ENST00000502669.1,ENST00000512100.1	SH3TC1-002,SH3TC1-023	nonsense_mediated_decay,retained_intron
SHC1_RI_7627	ENSG00000160691.14	7627	SHC1	chr1	-	RI	154940679:154940733-154940733:154940970-154940970:154941082	154940733:154940970	0.04	0.142	-0.103	9.68556E-10	9.7647E-08	novel	0.85	0.4	8	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000368445.5,ENST00000368449.4,ENST00000368450.1,ENST00000368453.4,ENST00000444179.1,ENST00000448116.2,ENST00000606391.1	SHC1-001,SHC1-003,SHC1-007,SHC1-006,SHC1-005,SHC1-002,SHC1-201	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
SHMT2_RI_4691	ENSG00000182199.6	4691	SHMT2	chr12	+	RI	57625993:57626075-57626075:57626235-57626235:57626358	57626075:57626235	0.121	0.222	-0.102	4.56364E-05	0.001387314	known	1	0.75	17	NPC_SISO	protein_coding	SHMT2-002( E3 )	ENST00000554467.1	SHMT2-002	retained_intron	ENST00000328923.3,ENST00000414700.3,ENST00000449049.3,ENST00000553474.1,ENST00000554975.1,ENST00000555634.1,ENST00000556825.1,ENST00000557348.1,ENST00000557433.1	SHMT2-001,SHMT2-005,SHMT2-008,SHMT2-009,SHMT2-028,SHMT2-019,SHMT2-004,SHMT2-006,SHMT2-013	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay
SHMT2_SE_49757	ENSG00000182199.6	49757	SHMT2	chr12	+	SE	57624485:57624783-57625263:57625343-57625495:57625673	57625263:57625343	0.868	0.606	0.262	3.13439E-11	8.85923E-09	known	1	0.9	11	NPC_SISO	protein_coding	SHMT2-025( E3 ),SHMT2-027( E3 ),SHMT2-013( E3 ),SHMT2-038( E2 ),SHMT2-015( E3 ),SHMT2-008( E3 ),SHMT2-009( E3 ),SHMT2-028( E3 ),SHMT2-033( E3 ),SHMT2-036( E3 ),SHMT2-034( E3 ),SHMT2-023( E3 ),SHMT2-022( E3 ),SHMT2-026( E3 ),SHMT2-021( E3 ),SHMT2-005( E3 ),SHMT2-001( E3 ),SHMT2-011( E3 )	ENST00000328923.3,ENST00000414700.3,ENST00000449049.3,ENST00000553474.1,ENST00000553529.1,ENST00000553837.1,ENST00000554310.1,ENST00000554600.1,ENST00000554604.1,ENST00000554656.1,ENST00000554975.1,ENST00000555773.1,ENST00000556689.1,ENST00000556737.1,ENST00000557427.1,ENST00000557433.1,ENST00000557487.1,ENST00000557703.1	SHMT2-001,SHMT2-005,SHMT2-008,SHMT2-009,SHMT2-022,SHMT2-011,SHMT2-023,SHMT2-034,SHMT2-036,SHMT2-026,SHMT2-028,SHMT2-027,SHMT2-033,SHMT2-038,SHMT2-025,SHMT2-013,SHMT2-015,SHMT2-021	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,processed_transcript,nonsense_mediated_decay,processed_transcript,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding	ENST00000393827.4,ENST00000553324.1,ENST00000553949.1,ENST00000555116.1,ENST00000555563.1,ENST00000555774.1,ENST00000556825.1,ENST00000557348.1	SHMT2-201,SHMT2-017,SHMT2-037,SHMT2-010,SHMT2-035,SHMT2-012,SHMT2-004,SHMT2-006	protein_coding,retained_intron,processed_transcript,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay
SHPRH_SE_31277	ENSG00000146414.11	31277	SHPRH	chr6	-	SE	146271399:146271618-146272926:146273059-146273484:146273614	146272926:146273059	0.043	0.257	-0.214	1.2658E-11	3.92528E-09	known	0.8	0.3	11	NPC_SISO	protein_coding	SHPRH-009( E3 )	ENST00000521977.1	SHPRH-009	nonsense_mediated_decay	ENST00000275233.7,ENST00000367503.3,ENST00000367505.2,ENST00000433355.2,ENST00000438092.2,ENST00000519632.1	SHPRH-004,SHPRH-201,SHPRH-001,SHPRH-007,SHPRH-005,SHPRH-003	protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,nonsense_mediated_decay
SLC20A1_A5SS_12932	ENSG00000144136.6	12932	SLC20A1	chr2	+	A5SS	113410278:113410375-113410375:113410518-113414698:113414818	113410375:113410518	0.387	0.724	-0.337	3.50597E-12	2.11968E-09	novel	1	0.85	18	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000272542.3,ENST00000413135.1,ENST00000433924.1,ENST00000480984.1,ENST00000498224.1	SLC20A1-001,SLC20A1-009,SLC20A1-008,SLC20A1-010,SLC20A1-004	protein_coding,nonsense_mediated_decay,protein_coding,processed_transcript,retained_intron
SLC20A1_MXE_8097	ENSG00000144136.6	8097	SLC20A1	chr2	+	MXE	113410278:113410375-113410465:113410524-113414798:113414818-113416401:113416664	113410465:113410524-113414798:113414818	0.288	0.462	-0.175	0.000239295	0.013277721	novel	0.9	0.45	20	NA_SISO	protein_coding	SLC20A1-006( E3 )	NA	NA	NA	NA	NA	NA
SLC20A1_SE_37536	ENSG00000144136.6	37536	SLC20A1	chr2	+	SE	113410278:113410375-113410465:113410524-113414698:113414818	113410465:113410524	0.248	0.686	-0.438	0	0	known	0.9	0.55	18	NPC_SISO	protein_coding	SLC20A1-006( E3 )	ENST00000456264.1	SLC20A1-006	nonsense_mediated_decay	ENST00000272542.3,ENST00000413135.1,ENST00000433924.1,ENST00000480984.1,ENST00000498224.1	SLC20A1-001,SLC20A1-009,SLC20A1-008,SLC20A1-010,SLC20A1-004	protein_coding,nonsense_mediated_decay,protein_coding,processed_transcript,retained_intron
SLC20A1_SE_72225	ENSG00000144136.6	72225	SLC20A1	chr2	+	SE	113409846:113410375-113410465:113410518-113414698:113414818	113410465:113410518	0.19	0.572	-0.382	4.12115E-13	1.94475E-10	novel	0.85	0.55	18	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000272542.3,ENST00000413135.1,ENST00000433924.1,ENST00000480984.1,ENST00000498224.1	SLC20A1-001,SLC20A1-009,SLC20A1-008,SLC20A1-010,SLC20A1-004	protein_coding,nonsense_mediated_decay,protein_coding,processed_transcript,retained_intron
SLC20A1_SE_72227	ENSG00000144136.6	72227	SLC20A1	chr2	+	SE	113409846:113410375-113410465:113410907-113414698:113414818	113410465:113410907	0.175	0.54	-0.365	9.5135E-13	4.13023E-10	novel	0.85	0.5	18	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000272542.3,ENST00000413135.1,ENST00000433924.1,ENST00000480984.1,ENST00000498224.1	SLC20A1-001,SLC20A1-009,SLC20A1-008,SLC20A1-010,SLC20A1-004	protein_coding,nonsense_mediated_decay,protein_coding,processed_transcript,retained_intron
SLC20A1_SE_72228	ENSG00000144136.6	72228	SLC20A1	chr2	+	SE	113409846:113410375-113410465:113410921-113414698:113414818	113410465:113410921	0.184	0.536	-0.352	8.07887E-12	2.68972E-09	novel	0.9	0.5	18	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000272542.3,ENST00000413135.1,ENST00000433924.1,ENST00000480984.1,ENST00000498224.1	SLC20A1-001,SLC20A1-009,SLC20A1-008,SLC20A1-010,SLC20A1-004	protein_coding,nonsense_mediated_decay,protein_coding,processed_transcript,retained_intron
SLC33A1_SE_18491	ENSG00000169359.9	18491	SLC33A1	chr3	-	SE	155551645:155551830-155560220:155560408-155571011:155572167	155560220:155560408	1	0.805	0.195	2.13076E-05	0.001533582	known	0.8	0.05	2	PC_SI_NPC_SO	protein_coding	SLC33A1-001( E2 ),SLC33A1-002( E2 )	ENST00000359479.3,ENST00000392845.3	SLC33A1-001,SLC33A1-002	protein_coding,protein_coding	ENST00000468581.1	SLC33A1-005	nonsense_mediated_decay
SLC40A1_SE_72099	ENSG00000138449.6	72099	SLC40A1	chr2	-	SE	190439991:190440046-190442944:190443079-190444538:190444606	190442944:190443079	0.074	0.21	-0.136	0.001024625	0.044060482	novel	0.85	0.25	9	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000261024.2,ENST00000427241.1,ENST00000455320.1,ENST00000479598.1	SLC40A1-001,SLC40A1-002,SLC40A1-004,SLC40A1-006	protein_coding,protein_coding,protein_coding,retained_intron
SLC40A1_SE_72100	ENSG00000138449.6	72100	SLC40A1	chr2	-	SE	190439991:190440046-190442944:190443198-190444538:190444606	190442944:190443198	0.075	0.198	-0.124	0.000236785	0.012463655	novel	0.85	0.25	11	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000261024.2,ENST00000427241.1,ENST00000455320.1,ENST00000479598.1	SLC40A1-001,SLC40A1-002,SLC40A1-004,SLC40A1-006	protein_coding,protein_coding,protein_coding,retained_intron
SMC5_SE_69359	ENSG00000198887.7	69359	SMC5	chr9	+	SE	72882838:72882891-72891534:72891647-72892225:72892388	72891534:72891647	0.028	0.199	-0.171	1.11022E-16	1.18136E-13	novel	0.95	0.35	9	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000361138.5	SMC5-001	protein_coding
SMC5_SE_69360	ENSG00000198887.7	69360	SMC5	chr9	+	SE	72882838:72882891-72891584:72891647-72892225:72892388	72891584:72891647	0.044	0.285	-0.241	1.23679E-13	7.14022E-11	novel	0.95	0.45	12	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000361138.5	SMC5-001	protein_coding
SMEK2_MXE_7869	ENSG00000138041.11	7869	SMEK2	chr2	-	MXE	55792037:55792177-55792291:55792347-55795329:55795499-55800754:55800913	55792291:55792347-55795329:55795499	0.98	0.866	0.114	2.81439E-09	6.41529E-07	novel	1	0.95	7	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000345102.5,ENST00000407823.3	SMEK2-002,SMEK2-003	protein_coding,protein_coding
SNED1_RI_9248	ENSG00000162804.9	9248	SNED1	chr2	+	RI	241979442:241979605-241979605:241979716-241979716:241979798	241979605:241979716	0.097	0.228	-0.131	0.000234147	0.005726899	novel	0.85	0.5	14	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000310397.8,ENST00000342631.6,ENST00000401644.2,ENST00000401884.1,ENST00000405547.3,ENST00000420591.1,ENST00000431690.1,ENST00000493358.1	SNED1-001,SNED1-201,SNED1-008,SNED1-005,SNED1-004,SNED1-013,SNED1-009,SNED1-007	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,processed_transcript
SNHG1_RI_4198	ENSG00000255717.2	4198	SNHG1	chr11	-	RI	62621272:62621305-62621305:62621489-62621489:62621536	62621305:62621489	0.549	0.206	0.343	8.33915E-06	0.000322148	known	0.8	0.3	14	NPC_SISO	processed_transcript	SNHG1-003( E3 ),SNHG1-013( E5 )	ENST00000537024.1,ENST00000538654.1	SNHG1-013,SNHG1-003	retained_intron,retained_intron	ENST00000535689.1,ENST00000537068.1,ENST00000537925.1,ENST00000539921.1,ENST00000539975.1,ENST00000540725.1,ENST00000541578.1,ENST00000541615.1,ENST00000542112.1,ENST00000544550.1,ENST00000545688.1	SNHG1-016,SNHG1-025,SNHG1-002,SNHG1-006,SNHG1-005,SNHG1-001,SNHG1-021,SNHG1-020,SNHG1-007,SNHG1-018,SNHG1-015	retained_intron,lincRNA,lincRNA,lincRNA,lincRNA,lincRNA,lincRNA,lincRNA,lincRNA,retained_intron,retained_intron
SNHG5_RI_7486	ENSG00000203875.6	7486	SNHG5	chr6	-	RI	86387141:86387210-86387210:86387512-86387512:86387586	86387210:86387512	0.305	0.162	0.143	3.08547E-05	0.001012205	novel	1	0.95	20	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000369605.4,ENST00000414002.1,ENST00000420199.1,ENST00000425170.1,ENST00000433843.1	SNHG5-001,SNHG5-002,SNHG5-010,SNHG5-008,SNHG5-007	lincRNA,lincRNA,retained_intron,retained_intron,lincRNA
SNHG6_SE_21211	ENSG00000245910.4	21211	SNHG6	chr8	-	SE	67834052:67834349-67834558:67834627-67834848:67834960	67834558:67834627	0.757	0.598	0.159	3.23583E-05	0.002200525	known	1	1	20	PC_SISO	processed_transcript	SNHG6-003( E3 ),SNHG6-004( E3 ),SNHG6-006( E2 )	ENST00000520619.1,ENST00000520944.1	SNHG6-004,SNHG6-003	lincRNA,lincRNA	ENST00000520348.1	SNHG6-005	lincRNA
SNRNP70_A5SS_362	ENSG00000104852.10	362	SNRNP70	chr19	+	A5SS	49605370:49605430-49605430:49606844-49607890:49607992	49605430:49606844	0.958	0.724	0.234	5.4512E-14	5.57741E-11	known	0.9	0.4	6	NPC_SISO	protein_coding	SNRNP70-004( E8 )	ENST00000401730.1	SNRNP70-004	nonsense_mediated_decay	ENST00000601065.1	SNRNP70-002	nonsense_mediated_decay
SON_SE_1836	ENSG00000159140.13	1836	SON	chr21	+	SE	34941276:34941393-34944856:34944936-34945613:34945761	34944856:34944936	0.197	0.061	0.135	3.33442E-09	6.197E-07	known	0.95	0.45	13	PC_SO_NPC_SI	protein_coding	SON-018( E2 ),SON-013( E3 ),SON-022( E2 ),SON-004( E9 ),SON-019( E3 ),SON-017( E2 ),SON-201( E9 )	ENST00000290239.6,ENST00000455528.1,ENST00000457208.1	SON-201,SON-004,SON-013	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay	ENST00000356577.4,ENST00000381692.2,ENST00000436227.1	SON-001,SON-002,SON-007	protein_coding,protein_coding,protein_coding
SOX5_A5SS_1834	ENSG00000134532.11	1834	SOX5	chr12	-	A5SS	23998916:23999127-24048726:24048831-24048831:24048958	24048726:24048831	0.537	0.39	0.147	2.33317E-10	1.00108E-07	known	1	1	20	PC_SO_NPC_SI	protein_coding	SOX5-010( E2 ),SOX5-016( E2 ),SOX5-006( E2 ),SOX5-201( E2 ),SOX5-007( E2 ),SOX5-202( E2 ),SOX5-002( E2 )	ENST00000309359.1,ENST00000367206.3,ENST00000381381.2,ENST00000451604.2,ENST00000538083.1,ENST00000541536.1,ENST00000541847.1,ENST00000545921.1,ENST00000546136.1	SOX5-201,SOX5-006,SOX5-202,SOX5-002,SOX5-010,SOX5-009,SOX5-016,SOX5-007,SOX5-003	protein_coding,nonsense_mediated_decay,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding	ENST00000441133.2,ENST00000537393.1	SOX5-004,SOX5-008	protein_coding,protein_coding
SPAG9_SE_5928	ENSG00000008294.16	5928	SPAG9	chr17	-	SE	49052131:49052308-49053223:49053262-49054468:49054582	49053223:49053262	0.916	0.746	0.17	3.40519E-07	3.96552E-05	known	1	0.85	12	PC_SI_NPC_SO	protein_coding	SPAG9-007( E24 )	ENST00000510283.1	SPAG9-007	protein_coding	ENST00000262013.7,ENST00000357122.4,ENST00000505279.1,ENST00000513746.2	SPAG9-001,SPAG9-002,SPAG9-003,SPAG9-019	protein_coding,protein_coding,protein_coding,nonsense_mediated_decay
SPAG9_SE_61454	ENSG00000008294.16	61454	SPAG9	chr17	-	SE	49052131:49052308-49053223:49053459-49054468:49054582	49053223:49053459	0.812	0.539	0.273	0.000363308	0.018204998	novel	0.8	0.1	12	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000262013.7,ENST00000357122.4,ENST00000505279.1,ENST00000513746.2	SPAG9-001,SPAG9-002,SPAG9-003,SPAG9-019	protein_coding,protein_coding,protein_coding,nonsense_mediated_decay
SPTAN1_SE_48374	ENSG00000197694.9	48374	SPTAN1	chr9	+	SE	131371400:131371563-131371929:131371944-131373992:131374124	131371929:131371944	0.078	0.199	-0.121	3.53613E-05	0.002380874	known	0.95	0.65	11	PC_SISO	protein_coding	SPTAN1-005( E37 )	ENST00000372739.3	SPTAN1-005	protein_coding	ENST00000372731.4	SPTAN1-004	protein_coding
SREK1_A3SS_2485	ENSG00000153914.11	2485	SREK1	chr5	+	A3SS	65459619:65459750-65460435:65460610-65460610:65460725	65460435:65460610	0.226	0.422	-0.195	0.000106862	0.015707105	known	0.9	0.6	19	NPC_SISO	protein_coding	SREK1-012( E2 )	ENST00000523655.1	SREK1-012	nonsense_mediated_decay	ENST00000284041.3,ENST00000334121.6,ENST00000380918.3,ENST00000520580.1,ENST00000520953.1,ENST00000522912.1,ENST00000524111.1	SREK1-009,SREK1-001,SREK1-002,SREK1-006,SREK1-004,SREK1-005,SREK1-016	processed_transcript,protein_coding,protein_coding,retained_intron,nonsense_mediated_decay,nonsense_mediated_decay,retained_intron
SREK1_A5SS_8253	ENSG00000153914.11	8253	SREK1	chr5	+	A5SS	65458241:65458311-65458311:65458420-65459619:65459750	65458311:65458420	0.816	0.568	0.247	9.24441E-05	0.010509392	novel	0.85	0.35	11	NA_SO	protein_coding	SREK1-016( E6 ),SREK1-001( E5 ),SREK1-005( E6 ),SREK1-002( E6 ),SREK1-004( E6 ),SREK1-009( E5 )	ENST00000284041.3,ENST00000334121.6,ENST00000380918.3,ENST00000520953.1,ENST00000522912.1,ENST00000524111.1	SREK1-009,SREK1-001,SREK1-002,SREK1-004,SREK1-005,SREK1-016	processed_transcript,protein_coding,protein_coding,nonsense_mediated_decay,nonsense_mediated_decay,retained_intron	NA	NA	NA
SREK1_RI_1792	ENSG00000153914.11	1792	SREK1	chr5	+	RI	65458241:65458420-65458420:65459619-65459619:65459750	65458420:65459619	0.201	0.426	-0.225	3.72623E-05	0.001189371	known	1	0.7	19	NPC_SISO	protein_coding	SREK1-006( E3 )	ENST00000520580.1	SREK1-006	retained_intron	ENST00000284041.3,ENST00000334121.6,ENST00000380918.3,ENST00000520953.1,ENST00000522912.1,ENST00000524111.1	SREK1-009,SREK1-001,SREK1-002,SREK1-004,SREK1-005,SREK1-016	processed_transcript,protein_coding,protein_coding,nonsense_mediated_decay,nonsense_mediated_decay,retained_intron
SRSF11_SE_58644	ENSG00000116754.9	58644	SRSF11	chr1	+	SE	70694104:70694238-70697541:70697658-70697950:70698058	70697541:70697658	0.462	0.716	-0.254	0.000211681	0.011295472	known	0.85	0.25	12	NPC_SISO	protein_coding	SRSF11-007( E4 ),SRSF11-202( E3 ),SRSF11-015( E4 )	ENST00000436161.2,ENST00000475204.1	SRSF11-202,SRSF11-007	protein_coding,nonsense_mediated_decay	ENST00000370950.3,ENST00000370951.1,ENST00000395136.2,ENST00000405432.1,ENST00000486667.1	SRSF11-001,SRSF11-002,SRSF11-003,SRSF11-201,SRSF11-008	protein_coding,protein_coding,protein_coding,protein_coding,processed_transcript
SRSF2_SE_5340	ENSG00000161547.10	5340	SRSF2	chr17	-	SE	74730228:74731240-74731853:74731957-74732235:74732546	74731853:74731957	0.144	0.314	-0.17	6.1079E-06	0.000511958	known	1	0.95	20	NPC_SISO	protein_coding	SRSF2-006( E2 ),SRSF2-005( E3 )	ENST00000452355.3,ENST00000582449.1	SRSF2-005,SRSF2-006	nonsense_mediated_decay,retained_intron	ENST00000359995.5,ENST00000508921.3,ENST00000585202.1	SRSF2-001,SRSF2-002,SRSF2-004	protein_coding,protein_coding,nonsense_mediated_decay
SRSF3_SE_15280	ENSG00000112081.12	15280	SRSF3	chr6	+	SE	36566625:36566760-36567597:36568053-36568928:36568967	36567597:36568053	0.108	0.543	-0.435	0	0	known	1	1	18	PC_SO_NPC_SI	protein_coding	SRSF3-002( E4 )	ENST00000477442.2	SRSF3-002	nonsense_mediated_decay	ENST00000373715.6	SRSF3-001	protein_coding
SRSF3_SE_64339	ENSG00000112081.12	64339	SRSF3	chr6	+	SE	36566625:36566760-36567642:36568053-36568928:36568967	36567642:36568053	0.054	0.416	-0.362	0	0	novel	1	0.9	15	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000373715.6	SRSF3-001	protein_coding
SRSF5_A3SS_2408	ENSG00000100650.11	2408	SRSF5	chr14	+	A3SS	70235898:70235968-70236227:70237183-70237183:70237257	70236227:70237183	0.244	0.126	0.118	1.31784E-07	5.9494E-05	known	1	1	20	NPC_SISO	protein_coding	SRSF5-007( E6 )	ENST00000451983.2,ENST00000553369.1,ENST00000554021.1,ENST00000555547.1	SRSF5-201,SRSF5-018,SRSF5-010,SRSF5-007	protein_coding,protein_coding,protein_coding,nonsense_mediated_decay	ENST00000394366.2,ENST00000553521.1,ENST00000553635.1,ENST00000556587.1,ENST00000557154.1,ENST00000557460.1	SRSF5-005,SRSF5-003,SRSF5-004,SRSF5-019,SRSF5-002,SRSF5-015	protein_coding,protein_coding,protein_coding,processed_transcript,protein_coding,retained_intron
SRSF5_A5SS_1471	ENSG00000100650.11	1471	SRSF5	chr14	+	A5SS	70233809:70233972-70233972:70234097-70234854:70234999	70233972:70234097	0.181	0.294	-0.113	0.000132444	0.013871112	known	1	0.8	19	NPC_SISO	protein_coding	SRSF5-005( E1 )	ENST00000394366.2,ENST00000556184.1,ENST00000556436.1,ENST00000556587.1	SRSF5-005,SRSF5-006,SRSF5-017,SRSF5-019	protein_coding,retained_intron,retained_intron,processed_transcript	ENST00000451983.2,ENST00000553369.1,ENST00000553521.1,ENST00000553548.1,ENST00000554465.1,ENST00000555547.1,ENST00000557154.1,ENST00000557435.1,ENST00000557460.1	SRSF5-201,SRSF5-018,SRSF5-003,SRSF5-016,SRSF5-001,SRSF5-007,SRSF5-002,SRSF5-012,SRSF5-015	protein_coding,protein_coding,protein_coding,protein_coding,retained_intron,nonsense_mediated_decay,protein_coding,retained_intron,retained_intron
SRSF5_RI_1764	ENSG00000100650.11	1764	SRSF5	chr14	+	RI	70235514:70235968-70235968:70237183-70237183:70237257	70235968:70237183	0.486	0.34	0.146	3.85543E-05	0.001221181	known	1	1	20	NPC_SISO	protein_coding	SRSF5-001( E4 )	ENST00000554465.1	SRSF5-001	retained_intron	ENST00000394366.2,ENST00000553521.1,ENST00000553635.1,ENST00000556587.1,ENST00000557154.1,ENST00000557460.1	SRSF5-005,SRSF5-003,SRSF5-004,SRSF5-019,SRSF5-002,SRSF5-015	protein_coding,protein_coding,protein_coding,processed_transcript,protein_coding,retained_intron
SRSF6_SE_26936	ENSG00000124193.10	26936	SRSF6	chr20	+	SE	42087000:42087149-42087792:42088060-42088410:42088535	42087792:42088060	0.169	0.476	-0.307	4.62923E-07	5.22284E-05	known	0.95	0.9	18	PC_SO_NPC_SI	protein_coding	SRSF6-002( E3 )	ENST00000483871.2	SRSF6-002	nonsense_mediated_decay	ENST00000244020.3	SRSF6-001	protein_coding
SRSF6_SE_68469	ENSG00000124193.10	68469	SRSF6	chr20	+	SE	42087000:42087149-42087792:42087957-42088410:42088535	42087792:42087957	0.022	0.238	-0.216	4.27851E-10	9.55498E-08	novel	0.9	0.7	5	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000244020.3	SRSF6-001	protein_coding
SRSF7_A3SS_17778	ENSG00000115875.14	17778	SRSF7	chr2	-	A3SS	38973839:38973889-38973889:38974272-38975188:38975299	38973889:38974272	0.121	0.346	-0.224	1.41099E-10	1.78358E-07	novel	1	1	18	NPC_SISO	NA	NA( ENA )	ENST00000432873.1	SRSF7-008	nonsense_mediated_decay	ENST00000313117.6,ENST00000425778.1,ENST00000443213.1,ENST00000446327.2,ENST00000452806.1	SRSF7-001,SRSF7-002,SRSF7-003,SRSF7-201,SRSF7-007	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay,protein_coding,protein_coding
SRSF7_A5SS_12296	ENSG00000115875.14	12296	SRSF7	chr2	-	A5SS	38975720:38975795-38976381:38976670-38976670:38976706	38976381:38976670	0.282	0.541	-0.258	1.13556E-06	0.000243615	novel	1	1	20	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000313117.6,ENST00000409276.1,ENST00000446327.2,ENST00000452806.1	SRSF7-001,SRSF7-012,SRSF7-201,SRSF7-007	protein_coding,protein_coding,protein_coding,protein_coding
SRSF7_RI_3420	ENSG00000115875.14	3420	SRSF7	chr2	-	RI	38975720:38975795-38975795:38976670-38976670:38976847	38975795:38976670	0.405	0.639	-0.234	2.38242E-06	0.00010366	known	1	1	20	PC_SO_NPC_SI	protein_coding	SRSF7-011( E3 ),SRSF7-003( E3 )	ENST00000431066.1,ENST00000443213.1	SRSF7-011,SRSF7-003	nonsense_mediated_decay,nonsense_mediated_decay	ENST00000313117.6,ENST00000409276.1,ENST00000446327.2,ENST00000452806.1	SRSF7-001,SRSF7-012,SRSF7-201,SRSF7-007	protein_coding,protein_coding,protein_coding,protein_coding
SRSF7_RI_8819	ENSG00000115875.14	8819	SRSF7	chr2	-	RI	38975720:38975795-38975795:38976381-38976381:38976847	38975795:38976381	0.876	0.763	0.112	2.16512E-06	9.62316E-05	novel	0.85	0.35	8	NA_SO	protein_coding	SRSF7-011( E3 ),SRSF7-003( E3 )	ENST00000431066.1,ENST00000443213.1	SRSF7-011,SRSF7-003	nonsense_mediated_decay,nonsense_mediated_decay	NA	NA	NA
SRSF7_SE_34410	ENSG00000115875.14	34410	SRSF7	chr2	-	SE	38975720:38975795-38976039:38976315-38976670:38976847	38976039:38976315	0.121	0.317	-0.196	1.51162E-06	0.000152818	known	0.95	0.65	15	PC_SO_NPC_SI	protein_coding	SRSF7-004( E4 )	ENST00000415527.1	SRSF7-004	nonsense_mediated_decay	ENST00000313117.6,ENST00000409276.1,ENST00000446327.2,ENST00000452806.1	SRSF7-001,SRSF7-012,SRSF7-201,SRSF7-007	protein_coding,protein_coding,protein_coding,protein_coding
