cluster	loglr	df	p	FDR	genes	N	annotation	intron	logef	LowGrade_Cartilage	HighGrade_Cartilage	deltapsi	ensemblID	chr	start	end	verdict	transcripts
chr10:clu_72532_-	12.0131582	1	9.50E-07	0.0005885	LOXL4	2	cryptic	chr10:98252468:98253553:clu_72532_-	-0.6735774	0.99980203	0.99923893	-0.0005631	ENSG00000276674	chr10	98252468	98253553	annotated	ENST00000260702
chr13:clu_57370_+	11.9353739	1	1.03E-06	0.00062929	B3GLCT	2	cryptic	chr13:31247966:31248953:clu_57370_+	5.61550057	2.36E-13	1.78E-08	1.78E-08	ENSG00000139219	chr13	31247966	31248953	cryptic_threeprime	.
chr13:clu_57370_+	11.9353739	1	1.03E-06	0.00062929	B3GLCT	2	cryptic	chr13:31247966:31260946:clu_57370_+	-5.6155006	1	0.99999998	-1.78E-08	ENSG00000139219	chr13	31247966	31260946	annotated	ENST00000343307
chr15:clu_44727_+	13.5410076	2	1.32E-06	0.00079289	MORF4L1	3	cryptic	chr15:78892313:78893539:clu_44727_+	-0.0903022	0.49929439	0.49522552	-0.0040689	ENSG00000139219	chr15	78892313	78893539	annotated	ENST00000331268+ENST00000379535+ENST00000426013+ENST00000558502+ENST00000558746+ENST00000558830+ENST00000558923+ENST00000559158+ENST00000559258+ENST00000559345+ENST00000559690+ENST00000559751+ENST00000560422+ENST00000560710
chr15:clu_44727_+	13.5410076	2	1.32E-06	0.00079289	MORF4L1	3	cryptic	chr15:78892313:78894058:clu_44727_+	0.16514639	0.00151078	0.00193458	0.0004238	ENSG00000139219	chr15	78892313	78894058	novel annotated pair	ENST00000331268+ENST00000379535+ENST00000426013+ENST00000558502+ENST00000558746+ENST00000559158+ENST00000559345+ENST00000560422+ENST00000560710
chr15:clu_44727_+	13.5410076	2	1.32E-06	0.00079289	MORF4L1	3	cryptic	chr15:78893627:78894058:clu_44727_+	-0.0748442	0.49919483	0.50283991	0.00364507	ENSG00000020577	chr15	78893627	78894058	annotated	ENST00000331268+ENST00000379535+ENST00000426013+ENST00000558502+ENST00000558746+ENST00000559158+ENST00000559345+ENST00000560422+ENST00000560710
chr7:clu_62575_+	13.4557227	2	1.43E-06	0.00085196	GARS	3	cryptic	chr7:30628669:30631448:clu_62575_+	-0.026167	0.53995348	0.53182774	-0.0081257	ENSG00000020577	chr7	30628669	30631448	annotated	ENST00000389266+ENST00000444666+ENST00000465748
chr7:clu_62575_+	13.4557227	2	1.43E-06	0.00085196	GARS	3	cryptic	chr7:30628669:30632247:clu_62575_+	0.01985395	0.00647834	0.00668136	0.00020302	ENSG00000020577	chr7	30628669	30632247	novel annotated pair	ENST00000389266+ENST00000444666+ENST00000465748
chr7:clu_62575_+	13.4557227	2	1.43E-06	0.00085196	GARS	3	cryptic	chr7:30631541:30632247:clu_62575_+	0.00631305	0.45356818	0.46149089	0.00792271	ENSG00000133048	chr7	30631541	30632247	annotated	ENST00000389266+ENST00000444666+ENST00000465748+ENST00000485784
chr5:clu_17676_-	11.5471472	1	1.54E-06	0.00090497	RPL37	2	annotated	chr5:40832573:40833961:clu_17676_-	-1.5814397	6.68E-07	2.82E-08	-6.39E-07	ENSG00000133048	chr5	40832573	40833961	annotated	ENST00000507642
chr5:clu_17676_-	11.5471472	1	1.54E-06	0.00090497	RPL37	2	annotated	chr5:40832573:40834181:clu_17676_-	1.58143974	0.99999933	0.99999997	6.39E-07	ENSG00000000971	chr5	40832573	40834181	annotated	ENST00000274242+ENST00000504562+ENST00000507642
chr14:clu_28979_+	11.5335078	1	1.56E-06	0.00090598	C14orf28	2	cryptic	chr14:44904493:44905367:clu_28979_+	0.59385512	0.00693392	0.02238639	0.01545247	ENSG00000000971	chr14	44904493	44905367	cryptic_fiveprime	.
chr14:clu_28979_+	11.5335078	1	1.56E-06	0.00090598	C14orf28	2	cryptic	chr14:44904529:44905367:clu_28979_+	-0.5938551	0.99306608	0.97761361	-0.0154525	ENSG00000153246	chr14	44904529	44905367	annotated	ENST00000325192+ENST00000557112
chr19:clu_78607_+	13.1938254	2	1.86E-06	0.00106446	MIA,MIA-RAB4B,RAB4B,RAB4B-EGLN2	3	annotated	chr19:40777079:40777397:clu_78607_+	-0.1289366	0.94153812	0.92954735	-0.0119908	ENSG00000153246	chr19	40777079	40777397	annotated	ENST00000263369+ENST00000593317+ENST00000594436+ENST00000597140+ENST00000597784+ENST00000601159
chr19:clu_78607_+	13.1938254	2	1.86E-06	0.00106446	MIA,MIA-RAB4B,RAB4B,RAB4B-EGLN2	3	annotated	chr19:40777079:40780019:clu_78607_+	0.04334237	0.02124397	0.02491662	0.00367265	ENSG00000108821	chr19	40777079	40780019	annotated	ENST00000600729
chr19:clu_78607_+	13.1938254	2	1.86E-06	0.00106446	MIA,MIA-RAB4B,RAB4B,RAB4B-EGLN2	3	annotated	chr19:40778391:40780019:clu_78607_+	0.08559425	0.03721791	0.04553604	0.00831812	ENSG00000108821	chr19	40778391	40780019	annotated	ENST00000357052+ENST00000378307+ENST00000594800+ENST00000600078+ENST00000602069+ENST00000602173+ENST00000594136
chr3:clu_42222_+	11.300259	1	1.99E-06	0.00112562	DNAJC13	3	annotated	chr11:62854551:62854888:clu_50257_-	0.03709576	0.36313036	0.37499157	0.01186121	ENSG00000108821	chr3	132460357	132461050	annotated	ENST00000260818+ENST00000486798+ENST00000650455
chr3:clu_42222_+	11.300259	1	1.99E-06	0.00112562	DNAJC13	3	annotated	chr11:62854551:62855133:clu_50257_-	-0.1087236	0.31616167	0.2821887	-0.033973	ENSG00000013441	chr3	132460357	132461124	cryptic_threeprime	.
chr3:clu_42222_+	11.300259	1	1.99E-06	0.00112562	DNAJC13	3	annotated	chr11:62854938:62855133:clu_50257_-	0.07162786	0.32070798	0.34281973	0.02211176	ENSG00000013441	chr11	62854551	62854888	annotated	ENST00000535689+ENST00000537024+ENST00000537869+ENST00000537925+ENST00000537965+ENST00000538654+ENST00000539303+ENST00000539921+ENST00000540725+ENST00000540865+ENST00000541416+ENST00000541578+ENST00000544550+ENST00000545688+ENST00000656240+ENST00000656241+ENST00000656589+ENST00000658540+ENST00000660547+ENST00000661616+ENST00000661936+ENST00000662229+ENST00000662400+ENST00000663092+ENST00000663967+ENST00000665512+ENST00000667655+ENST00000670323+ENST00000670469+ENST00000670502+ENST00000670729
chr11:clu_50257_-	13.108776	2	2.03E-06	0.00112997	SNHG1	2	cryptic	chr3:132460357:132461050:clu_42222_+	23.3960168	1	1	8.33E-15	ENSG00000013441	chr11	62854551	62855133	annotated	ENST00000535689+ENST00000537024+ENST00000537068+ENST00000537869+ENST00000537925+ENST00000538266+ENST00000539303+ENST00000539921+ENST00000540725+ENST00000540865+ENST00000541416+ENST00000541578+ENST00000541615+ENST00000542112+ENST00000544550+ENST00000545440+ENST00000545688+ENST00000656241+ENST00000656589+ENST00000658540+ENST00000660547+ENST00000661616+ENST00000661936+ENST00000662229+ENST00000662400+ENST00000663092+ENST00000663967+ENST00000665512+ENST00000667655+ENST00000670469+ENST00000670502+ENST00000670729
chr11:clu_50257_-	13.108776	2	2.03E-06	0.00112997	SNHG1	2	cryptic	chr3:132460357:132461124:clu_42222_+	-23.396017	8.35E-15	3.98E-35	-8.36E-15	ENSG00000123130	chr11	62854938	62855133	annotated	ENST00000535689+ENST00000537024+ENST00000537869+ENST00000537925+ENST00000539303+ENST00000539921+ENST00000540725+ENST00000540865+ENST00000541416+ENST00000541578+ENST00000544550+ENST00000545308+ENST00000545688+ENST00000653690+ENST00000656241+ENST00000656589+ENST00000658540+ENST00000660547+ENST00000660730+ENST00000661616+ENST00000661936+ENST00000662229+ENST00000662400+ENST00000663092+ENST00000663967+ENST00000665512+ENST00000667655+ENST00000670469+ENST00000670502+ENST00000670729
chr1:clu_69293_+	11.2541112	1	2.09E-06	0.00115186	IGKV1OR1-1	2	cryptic	chr1:144068326:144085801:clu_69293_+	-11.610883	1	1	-5.71E-10	ENSG00000123130	chr1	144068326	144085801	cryptic_fiveprime	.
chr1:clu_69293_+	11.2541112	1	2.09E-06	0.00115186	IGKV1OR1-1	2	cryptic	chr1:144068483:144085801:clu_69293_+	11.6108825	4.70E-20	5.71E-10	5.71E-10	ENSG00000272636	chr1	144068483	144085801	cryptic_fiveprime	.
chr12:clu_64980_-	14.5393981	3	2.16E-06	0.00115805	COL2A1	4	cryptic	chr12:47982133:47985534:clu_64980_-	-1.3297621	0.03099864	0.00524313	-0.0257555	ENSG00000272636	chr12	47982133	47985534	cryptic_threeprime	.
chr12:clu_64980_-	14.5393981	3	2.16E-06	0.00115805	COL2A1	4	cryptic	chr12:47985093:47985534:clu_64980_-	0.47634993	0.47719047	0.49127411	0.01408364	ENSG00000159335	chr12	47985093	47985534	annotated	ENST00000337299+ENST00000380518+ENST00000493991
chr12:clu_64980_-	14.5393981	3	2.16E-06	0.00115805	COL2A1	4	cryptic	chr12:47985093:47985912:clu_64980_-	0.38185487	0.00480554	0.00450128	-0.0003043	ENSG00000159335	chr12	47985093	47985912	novel annotated pair	ENST00000337299+ENST00000380518+ENST00000493991
chr12:clu_64980_-	14.5393981	3	2.16E-06	0.00115805	COL2A1	4	cryptic	chr12:47985826:47985912:clu_64980_-	0.47155731	0.48700535	0.49898149	0.01197614	ENSG00000013275	chr12	47985826	47985912	annotated	ENST00000337299+ENST00000380518+ENST00000493991
chr14:clu_29079_+	13.0575845	2	2.13E-06	0.00115805	SAMD4A	3	cryptic	chr14:54568112:54582280:clu_29079_+	-0.4109614	0.03077532	0.02023824	-0.0105371	ENSG00000013275	chr14	54568112	54582280	cryptic_threeprime	.
chr14:clu_29079_+	13.0575845	2	2.13E-06	0.00115805	SAMD4A	3	cryptic	chr14:54568112:54702062:clu_29079_+	-0.0077521	0.91982995	0.90529304	-0.0145369	ENSG00000071859	chr14	54568112	54702062	annotated	ENST00000251091+ENST00000392067+ENST00000554335+ENST00000555112+ENST00000631086
chr14:clu_29079_+	13.0575845	2	2.13E-06	0.00115805	SAMD4A	3	cryptic	chr14:54694926:54702062:clu_29079_+	0.41871348	0.04939473	0.07446872	0.02507399	ENSG00000071859	chr14	54694926	54702062	novel annotated pair	ENST00000557013
chr1:clu_14978_-	11.0466393	1	2.60E-06	0.00137864	CHI3L1	2	cryptic	chr1:203179425:203179761:clu_14978_-	0.08187749	0.01168451	0.01373493	0.00205042	ENSG00000173575	chr1	203179425	203179761	cryptic_threeprime	.
chr1:clu_14978_-	11.0466393	1	2.60E-06	0.00137864	CHI3L1	2	cryptic	chr1:203179585:203179761:clu_14978_-	-0.0818775	0.98831549	0.98626507	-0.0020504	ENSG00000173575	chr1	203179585	203179761	annotated	ENST00000255409+ENST00000404436+ENST00000478742
chr1:clu_70443_+	11.0259879	1	2.65E-06	0.00138781	CFH	2	annotated	chr1:196690239:196701318:clu_70443_+	-0.1010741	0.68056422	0.63511356	-0.0454507	ENSG00000173575	chr1	196690239	196701318	annotated	ENST00000359637+ENST00000630130
chr1:clu_70443_+	11.0259879	1	2.65E-06	0.00138781	CFH	2	annotated	chr1:196690239:196713735:clu_70443_+	0.10107414	0.31943578	0.36488644	0.04545065	ENSG00000014123	chr1	196690239	196713735	annotated	ENST00000367429+ENST00000466229
chr2:clu_83367_-	11.0176909	1	2.68E-06	0.00138781	PLA2R1	2	cryptic	chr2:160022859:160028218:clu_83367_-	2.99415882	0.99999998	1	1.90E-08	ENSG00000014123	chr2	160022859	160028218	annotated	ENST00000283243+ENST00000392771
chr2:clu_83367_-	11.0176909	1	2.68E-06	0.00138781	PLA2R1	2	cryptic	chr2:160022859:160028281:clu_83367_-	-2.9941588	1.91E-08	4.78E-11	-1.90E-08	ENSG00000107099	chr2	160022859	160028281	cryptic_fiveprime	.
chr17:clu_56235_-	12.6722494	2	3.14E-06	0.00160776	COL1A1	3	cryptic	chr17:50189732:50189859:clu_56235_-	-0.2868506	0.46833331	0.46500893	-0.0033244	ENSG00000107099	chr17	50189732	50189859	annotated	ENST00000225964
chr17:clu_56235_-	12.6722494	2	3.14E-06	0.00160776	COL1A1	3	cryptic	chr17:50189732:50190327:clu_56235_-	0.56041637	2.94E-05	6.81E-05	3.87E-05	ENSG00000255717	chr17	50189732	50190327	novel annotated pair	ENST00000225964
chr17:clu_56235_-	12.6722494	2	3.14E-06	0.00160776	COL1A1	3	cryptic	chr17:50190108:50190327:clu_56235_-	-0.2735657	0.53163729	0.53492296	0.00328567	ENSG00000255717	chr17	50190108	50190327	annotated	ENST00000225964
chr2:clu_83770_-	12.5574719	2	3.52E-06	0.00178281	CLK1	3	annotated	chr2:200859746:200860125:clu_83770_-	0.06670627	0.48681262	0.4971992	0.01038657	ENSG00000255717	chr2	200859746	200860125	annotated	ENST00000321356+ENST00000409403+ENST00000434813
chr2:clu_83770_-	12.5574719	2	3.52E-06	0.00178281	CLK1	3	annotated	chr2:200859746:200861238:clu_83770_-	-0.1272211	0.10418322	0.08764856	-0.0165347	ENSG00000164761	chr2	200859746	200861238	annotated	ENST00000321356+ENST00000409403+ENST00000432425+ENST00000434813
chr2:clu_83770_-	12.5574719	2	3.52E-06	0.00178281	CLK1	3	annotated	chr2:200860215:200861238:clu_83770_-	0.06051481	0.40900415	0.41515224	0.00614809	ENSG00000164761	chr2	200860215	200861238	annotated	ENST00000321356+ENST00000409403+ENST00000434813
chrX:clu_27488_-	10.6167434	1	4.07E-06	0.00203706	ACOT9	2	cryptic	chrX:23705080:23705498:clu_27488_-	7.94136714	1.01E-22	7.98E-16	7.98E-16	ENSG00000164761	chrX	23705080	23705498	cryptic_fiveprime	.
chrX:clu_27488_-	10.6167434	1	4.07E-06	0.00203706	ACOT9	2	cryptic	chrX:23705080:23705509:clu_27488_-	-7.9413671	1	1	-7.77E-16	ENSG00000164761	chrX	23705080	23705509	annotated	ENST00000336430+ENST00000379295+ENST00000379297+ENST00000379303+ENST00000473710+ENST00000494361
chr17:clu_54540_-	10.5595281	1	4.32E-06	0.00213836	DOC2B	2	cryptic	chr17:161541:162077:clu_54540_-	0.69706274	0.0037009	0.01475444	0.01105354	ENSG00000130985	chr17	161541	162077	cryptic_fiveprime	.
chr17:clu_54540_-	10.5595281	1	4.32E-06	0.00213836	DOC2B	2	cryptic	chr17:161541:162081:clu_54540_-	-0.6970627	0.9962991	0.98524556	-0.0110535	ENSG00000130985	chr17	161541	162081	annotated	ENST00000343572+ENST00000613549
chr12:clu_22588_+	10.411333	1	5.04E-06	0.00246872	PTMS	2	cryptic	chr12:6766750:6769603:clu_22588_+	0.24743262	0.99786262	0.99869585	0.00083323	ENSG00000111678	chr12	6766750	6769603	annotated	ENST00000309083+ENST00000389462+ENST00000540828+ENST00000540874+ENST00000619580
chr12:clu_22588_+	10.411333	1	5.04E-06	0.00246872	PTMS	2	cryptic	chr12:6767777:6769603:clu_22588_+	-0.2474326	0.00213738	0.00130415	-0.0008332	ENSG00000111678	chr12	6767777	6769603	cryptic_fiveprime	.
chr19:clu_78558_+	10.3242518	1	5.52E-06	0.00264919	PSMC4	2	cryptic	chr19:39980146:39980236:clu_78558_+	0.58121624	0.00993519	0.03109092	0.02115573	ENSG00000160408	chr19	39980146	39980236	cryptic_threeprime	.
chr19:clu_78558_+	10.3242518	1	5.52E-06	0.00264919	PSMC4	2	cryptic	chr19:39980146:39980286:clu_78558_+	-0.5812162	0.99006481	0.96890908	-0.0211557	ENSG00000160408	chr19	39980146	39980286	annotated	ENST00000157812+ENST00000455878+ENST00000601697
chrX:clu_1325_+	10.322965	1	5.53E-06	0.00264919	FAM50A	2	cryptic	chrX:154448560:154448690:clu_1325_+	1.6040009	0.99985003	0.99999393	0.0001439	ENSG00000160408	chrX	154448560	154448690	annotated	ENST00000158526+ENST00000393600+ENST00000464419+ENST00000478509+ENST00000481619
chrX:clu_1325_+	10.322965	1	5.53E-06	0.00264919	FAM50A	2	cryptic	chrX:154448560:154448693:clu_1325_+	-1.6040009	0.00014997	6.07E-06	-0.0001439	ENSG00000160408	chrX	154448560	154448693	cryptic_threeprime	.
chr15:clu_45117_+	12.0694947	2	5.73E-06	0.00269129	CHD2	3	cryptic	chr15:92943068:92944415:clu_45117_+	-0.1343012	0.51047858	0.51468086	0.00420227	ENSG00000167074	chr15	92943068	92944415	annotated	ENST00000394196+ENST00000420239+ENST00000625243+ENST00000626782+ENST00000626874+ENST00000628375+ENST00000635856+ENST00000636881+ENST00000637572+ENST00000637613
chr15:clu_45117_+	12.0694947	2	5.73E-06	0.00269129	CHD2	3	cryptic	chr15:92943068:92945821:clu_45117_+	0.29496802	0.00813479	0.01259901	0.00446421	ENSG00000167074	chr15	92943068	92945821	novel annotated pair	ENST00000394196+ENST00000420239+ENST00000626782+ENST00000626874+ENST00000628375+ENST00000635856+ENST00000636881+ENST00000637572+ENST00000637613
chr15:clu_45117_+	12.0694947	2	5.73E-06	0.00269129	CHD2	3	cryptic	chr15:92944515:92945821:clu_45117_+	-0.1606668	0.48138662	0.47272014	-0.0086665	ENSG00000157766	chr15	92944515	92945821	annotated	ENST00000394196+ENST00000420239+ENST00000626782+ENST00000626874+ENST00000628375+ENST00000635856+ENST00000636881+ENST00000637572+ENST00000637613
chr6:clu_46820_+	10.2875048	1	5.73E-06	0.00269129	UFL1	2	cryptic	chr6:96540655:96542894:clu_46820_+	-6.2396148	1	1	0	ENSG00000157766	chr6	96540655	96542894	annotated	ENST00000369278
chr6:clu_46820_+	10.2875048	1	5.73E-06	0.00269129	UFL1	2	cryptic	chr6:96542430:96542894:clu_46820_+	6.23961484	1.03E-33	2.70E-28	2.70E-28	ENSG00000157766	chr6	96542430	96542894	cryptic_fiveprime	.
chr9:clu_79531_+	10.2261148	1	6.11E-06	0.00283968	DOCK8	2	cryptic	chr9:418207:419852:clu_79531_+	11.2295459	2.65E-24	1.50E-14	1.50E-14	ENSG00000157766	chr9	418207	419852	cryptic_threeprime	.
chr9:clu_79531_+	10.2261148	1	6.11E-06	0.00283968	DOCK8	2	cryptic	chr9:418207:420401:clu_79531_+	-11.229546	1	1	-1.50E-14	ENSG00000140416	chr9	418207	420401	annotated	ENST00000382329+ENST00000432829+ENST00000453981+ENST00000469391+ENST00000495184
chr11:clu_50256_-	11.9363184	2	6.55E-06	0.00301009	SNHG1	3	annotated	chr11:62853833:62854018:clu_50256_-	0.06790604	0.48751532	0.49552406	0.00800874	ENSG00000140416	chr11	62853833	62854018	annotated	ENST00000535689+ENST00000537068+ENST00000537925+ENST00000539921+ENST00000539975+ENST00000540725+ENST00000541578+ENST00000541615+ENST00000542112+ENST00000544550+ENST00000544983+ENST00000545688+ENST00000653690+ENST00000656241+ENST00000658540+ENST00000660547+ENST00000660730+ENST00000663092+ENST00000663237+ENST00000663967+ENST00000670323+ENST00000670502
chr11:clu_50256_-	11.9363184	2	6.55E-06	0.00301009	SNHG1	3	annotated	chr11:62853833:62854519:clu_50256_-	-0.1230115	0.05986999	0.05027722	-0.0095928	ENSG00000140416	chr11	62853833	62854519	annotated	ENST00000535689+ENST00000537068+ENST00000537869+ENST00000537925+ENST00000538266+ENST00000539921+ENST00000540725+ENST00000540865+ENST00000541578+ENST00000541615+ENST00000542112+ENST00000544550+ENST00000544983+ENST00000545440+ENST00000545688+ENST00000653690+ENST00000656241+ENST00000658540+ENST00000660547+ENST00000660730+ENST00000663092+ENST00000663967+ENST00000670323
chr11:clu_50256_-	11.9363184	2	6.55E-06	0.00301009	SNHG1	3	annotated	chr11:62854064:62854519:clu_50256_-	0.05510548	0.45261468	0.45419872	0.00158403	ENSG00000140416	chr11	62854064	62854519	annotated	ENST00000535689+ENST00000537024+ENST00000537068+ENST00000537925+ENST00000538654+ENST00000539303+ENST00000539921+ENST00000540725+ENST00000541578+ENST00000541615+ENST00000542112+ENST00000544550+ENST00000544983+ENST00000545688+ENST00000653690+ENST00000656241+ENST00000658540+ENST00000660547+ENST00000660730+ENST00000662229+ENST00000663092+ENST00000663967+ENST00000670323
chr8:clu_48835_-	13.3718243	3	6.66E-06	0.00303149	TNFRSF11B	4	cryptic	chr8:118928929:118930643:clu_48835_-	-0.2080158	0.00749885	0.00711857	-0.0003803	ENSG00000137817	chr8	118928929	118930643	cryptic_fiveprime	.
chr8:clu_48835_-	13.3718243	3	6.66E-06	0.00303149	TNFRSF11B	4	cryptic	chr8:118928929:118932931:clu_48835_-	-0.1556395	0.97807931	0.97840526	0.00032596	ENSG00000137817	chr8	118928929	118932931	annotated	ENST00000297350+ENST00000517352
chr8:clu_48835_-	13.3718243	3	6.66E-06	0.00303149	TNFRSF11B	4	cryptic	chr8:118928929:118933192:clu_48835_-	0.53870524	0.00031983	0.00064063	0.00032081	ENSG00000134352	chr8	118928929	118933192	cryptic_fiveprime	.
chr8:clu_48835_-	13.3718243	3	6.66E-06	0.00303149	TNFRSF11B	4	cryptic	chr8:118930768:118932931:clu_48835_-	-0.17505	0.01410201	0.01383553	-0.0002665	ENSG00000134352	chr8	118930768	118932931	annotated	ENST00000517352
chrX:clu_398_+	10.0423508	1	7.41E-06	0.00333683	UBA1	2	cryptic	chrX:47203047:47203134:clu_398_+	2.20915227	0.99999277	0.99999991	7.14E-06	ENSG00000134352	chrX	47203047	47203134	annotated	ENST00000335972+ENST00000377351+ENST00000490869
chrX:clu_398_+	10.0423508	1	7.41E-06	0.00333683	UBA1	2	cryptic	chrX:47203047:47203140:clu_398_+	-2.2091523	7.23E-06	8.71E-08	-7.14E-06	ENSG00000267106	chrX	47203047	47203140	cryptic_threeprime	.
chr12:clu_22625_+	10.0171264	1	7.61E-06	0.00337321	C12orf57	2	annotated	chr12:6944565:6945771:clu_22625_+	0.06565987	0.1105241	0.12410926	0.01358516	ENSG00000267106	chr12	6944565	6945771	annotated	ENST00000537087
chr12:clu_22625_+	10.0171264	1	7.61E-06	0.00337321	C12orf57	2	annotated	chr12:6944652:6945771:clu_22625_+	-0.0656599	0.8894759	0.87589074	-0.0135852	ENSG00000164032	chr12	6944652	6945771	annotated	ENST00000229281+ENST00000540506+ENST00000542222+ENST00000545581
chr9:clu_33487_-	13.2298866	3	7.64E-06	0.00337321	AL157935.2,ST6GALNAC6	4	annotated	chr9:127896332:127897956:clu_33487_-	-0.1148987	0.18305877	0.16105504	-0.0220037	ENSG00000164032	chr9	127896332	127897956	annotated	ENST00000291839+ENST00000373142+ENST00000373146+ENST00000481355+ENST00000485320+ENST00000494541+ENST00000645007
chr9:clu_33487_-	13.2298866	3	7.64E-06	0.00337321	AL157935.2,ST6GALNAC6	4	annotated	chr9:127896332:127899503:clu_33487_-	-0.0094053	0.33504362	0.32756716	-0.0074765	ENSG00000155660	chr9	127896332	127899503	annotated	ENST00000373142+ENST00000373144+ENST00000373146+ENST00000463086+ENST00000478319+ENST00000480417+ENST00000485320+ENST00000494541+ENST00000645007+ENST00000646171
chr9:clu_33487_-	13.2298866	3	7.64E-06	0.00337321	AL157935.2,ST6GALNAC6	4	annotated	chr9:127896332:127905207:clu_33487_-	0.16413942	0.25329837	0.29457839	0.04128002	ENSG00000155660	chr9	127896332	127905207	annotated	ENST00000447681+ENST00000494611+ENST00000622357+ENST00000643029+ENST00000643338
chr9:clu_33487_-	13.2298866	3	7.64E-06	0.00337321	AL157935.2,ST6GALNAC6	4	annotated	chr9:127898010:127899503:clu_33487_-	-0.0398354	0.22859924	0.21679942	-0.0117998	ENSG00000155660	chr9	127898010	127899503	annotated	ENST00000373142+ENST00000373146+ENST00000478319+ENST00000485320+ENST00000494541+ENST00000645007
chr22:clu_76739_+	9.96914593	1	8.00E-06	0.0034964	TEF	2	cryptic	chr22:41387668:41394096:clu_76739_+	16.987131	1	1	1.70E-14	ENSG00000174233	chr22	41387668	41394096	annotated	ENST00000266304+ENST00000406644+ENST00000413942
chr22:clu_76739_+	9.96914593	1	8.00E-06	0.0034964	TEF	2	cryptic	chr22:41387754:41394096:clu_76739_+	-16.987131	1.69E-14	2.98E-29	-1.69E-14	ENSG00000174233	chr22	41387754	41394096	cryptic_fiveprime	.
chr15:clu_44940_+	13.1558412	3	8.21E-06	0.00355262	ACAN	4	cryptic	chr15:88803763:88836200:clu_44940_+	-0.0516069	0.0550995	0.05486724	-0.0002323	ENSG00000132432	chr15	88803763	88836200	cryptic_fiveprime	.
chr15:clu_44940_+	13.1558412	3	8.21E-06	0.00355262	ACAN	4	cryptic	chr15:88803809:88811218:clu_44940_+	0.05651501	0.06282922	0.06970821	0.00687899	ENSG00000132432	chr15	88803809	88811218	cryptic_threeprime	.
chr15:clu_44940_+	13.1558412	3	8.21E-06	0.00355262	ACAN	4	cryptic	chr15:88803809:88836200:clu_44940_+	-0.0647112	0.81679791	0.80276607	-0.0140318	ENSG00000132432	chr15	88803809	88836200	annotated	ENST00000352105+ENST00000439576+ENST00000558207+ENST00000559004+ENST00000560601+ENST00000617301
chr15:clu_44940_+	13.1558412	3	8.21E-06	0.00355262	ACAN	4	cryptic	chr15:88811415:88836200:clu_44940_+	0.05980301	0.06527337	0.07265847	0.0073851	ENSG00000076248	chr15	88811415	88836200	cryptic_fiveprime	.
chr15:clu_44360_+	13.0823385	3	8.81E-06	0.00377696	TPM1	4	annotated	chr15:63062645:63064064:clu_44360_+	-0.2745671	0.07001433	0.04508088	-0.0249334	ENSG00000076248	chr15	63062645	63064064	annotated	ENST00000288398+ENST00000403994+ENST00000558910+ENST00000559281+ENST00000560970+ENST00000561266+ENST00000561395+ENST00000651622
chr15:clu_44360_+	13.0823385	3	8.81E-06	0.00377696	TPM1	4	annotated	chr15:63062645:63065896:clu_44360_+	0.23653222	0.03188237	0.03422344	0.00234107	ENSG00000142864	chr15	63062645	63065896	annotated	ENST00000288398+ENST00000403994+ENST00000559108+ENST00000559281+ENST00000560970+ENST00000561266+ENST00000561395+ENST00000651590+ENST00000651622
chr15:clu_44360_+	13.0823385	3	8.81E-06	0.00377696	TPM1	4	annotated	chr15:63062645:63071090:clu_44360_+	0.206276	0.85315636	0.88850854	0.03535218	ENSG00000142864	chr15	63062645	63071090	annotated	ENST00000267996+ENST00000357980+ENST00000358278+ENST00000404484+ENST00000558072+ENST00000558264+ENST00000558347+ENST00000558544+ENST00000559397+ENST00000559556+ENST00000560975
chr15:clu_44360_+	13.0823385	3	8.81E-06	0.00377696	TPM1	4	annotated	chr15:63064142:63065896:clu_44360_+	-0.1682411	0.04494694	0.03218714	-0.0127598	ENSG00000111199	chr15	63064142	63065896	annotated	ENST00000403994+ENST00000559281+ENST00000560131+ENST00000561266+ENST00000561395
chr15:clu_6242_-	9.85680312	1	9.00E-06	0.00382016	PARP6	2	annotated	chr15:72250092:72250845:clu_6242_-	0.15185989	0.53672187	0.61084659	0.07412472	ENSG00000111199	chr15	72250092	72250845	annotated	ENST00000260376+ENST00000287196+ENST00000419739+ENST00000544520+ENST00000564610+ENST00000565443+ENST00000567042+ENST00000567974+ENST00000569795
chr15:clu_6242_-	9.85680312	1	9.00E-06	0.00382016	PARP6	2	annotated	chr15:72250092:72251207:clu_6242_-	-0.1518599	0.46327813	0.38915341	-0.0741247	ENSG00000111199	chr15	72250092	72251207	annotated	ENST00000260376+ENST00000287196+ENST00000413097+ENST00000419739+ENST00000544520+ENST00000564610+ENST00000565443+ENST00000566831+ENST00000567042+ENST00000567440+ENST00000567974+ENST00000569795+ENST00000569890+ENST00000616176
chr5:clu_17781_-	11.6041159	2	9.13E-06	0.00383989	IL6ST	3	annotated	chr5:55947589:55948102:clu_17781_-	-0.0531787	0.00681397	0.00472281	-0.0020912	ENSG00000111199	chr5	55947589	55948102	annotated	ENST00000651614
